eval_results_tag,hard_acc,normal_acc,easy_acc
lr_2e-5-epochs_5-fold_2,0.40904471544715454,0.5442073170731708,0.6064532520325203
lr_5e-5-epochs_3-fold_0,0.11610772357723577,0.39456300813008127,0.7680386178861789
lr_5e-5-epochs_3-fold_4,0.13109756097560976,0.3943089430894309,0.7799796747967479
lr_2e-5-epochs_5-fold_3,0.47408536585365857,0.5470020325203252,0.5419207317073171
lr_5e-5-epochs_3-fold_1,0.13414634146341464,0.3948170731707317,0.7596544715447155
lr_5e-5-epochs_3-fold_2,0.16412601626016263,0.4103150406504065,0.7489837398373984
lr_3e-5-epochs_5-fold_0,0.4014227642276423,0.5167682926829268,0.5896849593495935
lr_3e-5-epochs_5-fold_4,0.3963414634146341,0.4997459349593496,0.5655487804878049
lr_3e-5-epochs_5-fold_1,0.3765243902439024,0.5470020325203252,0.6415142276422764
lr_3e-5-epochs_5-fold_2,0.433180894308943,0.48399390243902435,0.5134654471544716
lr_5e-5-epochs_3-fold_3,0.10213414634146341,0.3892276422764227,0.8028455284552846
lr_3e-5-epochs_5-fold_3,0.3971036585365854,0.523119918699187,0.5884146341463414
lr_5e-5-epochs_5-fold_4,0.13160569105691056,0.41285569105691056,0.7698170731707318
lr_5e-5-epochs_5-fold_0,0.10975609756097561,0.41158536585365857,0.808180894308943
lr_5e-5-epochs_5-fold_2,0.09451219512195123,0.4291158536585366,0.7944613821138211
lr_5e-5-epochs_5-fold_1,0.0945121951219512,0.3567073170731707,0.7782012195121952
lr_5e-5-epochs_5-fold_3,0.2296747967479675,0.3315548780487805,0.5609756097560976
