eval_results_tag,hard_acc,normal_acc,easy_acc
lr_2e-6-epochs_1-fold_0,0.5957825203252033,0.48373983739837395,0.3513719512195122
lr_5e-6-epochs_1-fold_0,0.4682418699186992,0.49364837398373984,0.496189024390244
lr_2e-6-epochs_1-fold_0,0.5957825203252033,0.48373983739837395,0.3513719512195122
lr_5e-6-epochs_1-fold_0,0.4682418699186992,0.49364837398373984,0.496189024390244
lr_2e-6-epochs_2-fold_0,0.5449695121951219,0.49314024390243905,0.4151422764227643
lr_5e-6-epochs_2-fold_0,0.4644308943089431,0.5121951219512195,0.514989837398374
lr_2e-6-epochs_2-fold_0,0.5449695121951219,0.49314024390243905,0.4151422764227643
lr_5e-6-epochs_2-fold_0,0.4644308943089431,0.5121951219512195,0.514989837398374
lr_5e-6-epochs_3-fold_0,0.48831300813008127,0.5259146341463414,0.49212398373983746
lr_2e-6-epochs_3-fold_0,0.5307418699186992,0.49441056910569103,0.43419715447154467
lr_5e-6-epochs_3-fold_0,0.48831300813008127,0.5259146341463414,0.49212398373983746
lr_2e-6-epochs_3-fold_0,0.5307418699186992,0.49441056910569103,0.43419715447154467
lr_2e-6-epochs_5-fold_0,0.5251524390243902,0.5022865853658537,0.43877032520325204
lr_5e-6-epochs_5-fold_0,0.5078760162601627,0.5304878048780487,0.47179878048780494
lr_5e-6-epochs_5-fold_0,0.5078760162601627,0.5304878048780487,0.47179878048780494
lr_2e-6-epochs_5-fold_0,0.5251524390243902,0.5022865853658537,0.43877032520325204
