eval_results_tag,hard_acc,normal_acc,easy_acc
lr_5e-5-epochs_2-fold_3,0.23729674796747968,0.43521341463414637,0.646849593495935
lr_1e-6-epochs_1-fold_4,0.639989837398374,0.4923780487804878,0.2939532520325203
lr_5e-5-epochs_3-fold_3,0.14583333333333334,0.3864329268292683,0.7444105691056911
lr_3e-5-epochs_5-fold_3,0.37525406504065045,0.4771341463414634,0.5439532520325203
lr_1e-6-epochs_2-fold_4,0.6303353658536586,0.48882113821138207,0.3079268292682927
lr_2e-6-epochs_1-fold_4,0.5985772357723577,0.48805894308943093,0.3498475609756097
lr_1e-6-epochs_3-fold_4,0.6211890243902439,0.48755081300813,0.32113821138211385
lr_5e-5-epochs_5-fold_3,0.414380081300813,0.4677337398373984,0.501270325203252
lr_2e-6-epochs_2-fold_4,0.5457317073170732,0.4949186991869919,0.4265752032520325
lr_5e-6-epochs_1-fold_4,0.5348069105691057,0.5038109756097561,0.44359756097560976
lr_2e-6-epochs_3-fold_4,0.5340447154471545,0.4916158536585366,0.43978658536585363
lr_1e-6-epochs_5-fold_4,0.5950203252032521,0.48526422764227645,0.3534044715447154
lr_5e-6-epochs_2-fold_4,0.5485264227642276,0.5101626016260162,0.43851626016260165
lr_1e-5-epochs_1-fold_4,0.46189024390243905,0.4911077235772357,0.48399390243902446
lr_5e-6-epochs_3-fold_4,0.5594512195121951,0.5213414634146342,0.4380081300813008
lr_2e-6-epochs_5-fold_4,0.5335365853658537,0.49822154471544716,0.4425813008130081
lr_1e-5-epochs_2-fold_4,0.39049796747967475,0.47510162601626016,0.538109756097561
lr_2e-5-epochs_1-fold_4,0.2891260162601626,0.4959349593495935,0.6615853658536586
lr_1e-5-epochs_3-fold_4,0.4380081300813008,0.49745934959349597,0.5190548780487805
lr_5e-6-epochs_5-fold_4,0.5912093495934959,0.539380081300813,0.4265752032520325
lr_2e-5-epochs_1-fold_2,0.4011686991869919,0.520579268292683,0.5838414634146342
lr_2e-5-epochs_2-fold_2,0.36864837398373984,0.5370934959349594,0.6224593495934959
lr_2e-5-epochs_3-fold_2,0.3323170731707317,0.550558943089431,0.6524390243902439
lr_1e-5-epochs_3-fold_2,0.4253048780487805,0.5322662601626016,0.574441056910569
lr_5e-6-epochs_5-fold_2,0.48577235772357724,0.5340447154471545,0.5005081300813008
lr_1e-5-epochs_5-fold_2,0.43089430894308944,0.5266768292682927,0.5749491869918698
lr_2e-5-epochs_5-fold_4,0.4286077235772358,0.5185467479674797,0.5497967479674797
lr_5e-5-epochs_1-fold_4,0.1524390243902439,0.4118394308943089,0.7601626016260162
lr_3e-5-epochs_1-fold_4,0.3658536585365854,0.4601117886178862,0.5703760162601627
lr_3e-5-epochs_2-fold_4,0.366869918699187,0.5096544715447154,0.615599593495935
lr_5e-5-epochs_2-fold_4,0.11661585365853659,0.38033536585365857,0.763719512195122
lr_3e-5-epochs_3-fold_4,0.1171239837398374,0.2304369918699187,0.5548780487804877
lr_5e-5-epochs_3-fold_4,0.055132113821138216,0.2718495934959349,0.7116361788617885
lr_5e-5-epochs_5-fold_4,0.13084349593495936,0.42200203252032525,0.7835365853658537
lr_3e-5-epochs_5-fold_4,0.3612804878048781,0.5238821138211383,0.6387195121951219
lr_2e-05-epochs_3-fold_4,0.3650914634146341,0.4489329268292683,0.5497967479674797
lr_1e-05-epochs_5-fold_4,0.5177845528455284,0.5261686991869919,0.4905995934959349
